ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,Depth,Temperature,DO,pH,SecchiDisk,SamplesCollected,SampleType,Comments
12323,R25,verde river at beeline highway,verde,verde @ beeline,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12324,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12325,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12326,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12327,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12328,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12329,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12330,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12331,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12332,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12333,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12334,Glen In,Glendale WTP inlet,NA,Glen In,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12335,Glen Out,Glendale WTP outlet,NA,Glen Out,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12336,Green In,Greenway WTP Inlet,srp,Green In,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12337,Green Out,Greenway WTP Outlet,srp,Green Out,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12338,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12339,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12340,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12341,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12342,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12343,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12344,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12345,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12346,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12347,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12348,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12349,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12350,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12351,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12352,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12353,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12354,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12355,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12356,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12357,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12358,R2,Lake Pleasant integrated sample,cap,pleasant,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12359,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,4/3/2012,4,NA,17.2,9.5,NA,3.4,NA,NA,NA
12360,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,4/3/2012,4,NA,17,9.4,NA,NA,NA,NA,NA
12361,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,4/3/2012,4,NA,13.5,7.5,NA,NA,NA,NA,NA
12362,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,4/3/2012,4,NA,12.6,7,NA,NA,NA,NA,NA
12363,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,4/3/2012,4,NA,12.1,6.4,NA,NA,NA,NA,NA
12364,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,4/3/2012,4,NA,11.8,5.7,NA,NA,NA,NA,NA
12365,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,4/3/2012,4,NA,11.6,4.9,NA,NA,NA,NA,NA
12366,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,4/3/2012,4,NA,11.5,3.6,NA,NA,NA,NA,NA
12367,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,4/3/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12368,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,4/3/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12369,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,4/3/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12370,R9A,Saguaro Lake near inlet,salt,saguaro-0m,4/3/2012,4,NA,16.4,10.1,NA,3.6,NA,NA,NA
12371,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,4/3/2012,4,NA,16.5,10.3,NA,NA,NA,NA,NA
12372,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,4/3/2012,4,NA,15,9,NA,NA,NA,NA,NA
12373,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,4/3/2012,4,NA,14.3,7.3,NA,NA,NA,NA,NA
12374,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,4/3/2012,4,NA,14.1,7.1,NA,NA,NA,NA,NA
12375,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,4/3/2012,4,NA,13.9,6.6,NA,NA,NA,NA,NA
12376,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,4/3/2012,4,NA,13.8,6.1,NA,NA,NA,NA,NA
12377,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,4/3/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12378,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,4/3/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12379,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,4/3/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12380,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,4/3/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12381,R20,Verde River at Tangle,verde,verde abv horseshoe,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12382,Havasu 1,Havasu lake Sample,NA,Havasu 1,4/2/2012,4,NA,NA,NA,NA,NA,NA,NA,NA
12383,R3,Waddell Canal,cap,waddell canal,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12384,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12385,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12386,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12387,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12388,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12389,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12390,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12391,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12392,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12393,R19,Val Vista WTP treated water,srp,val vista-treated,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12394,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12395,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12396,R25,verde river at beeline highway,verde,verde @ beeline,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12397,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12398,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12399,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12400,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12401,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12402,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12403,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12404,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12405,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12406,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12407,Glen In,Glendale WTP inlet,NA,Glen In,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12408,Glen Out,Glendale WTP outlet,NA,Glen Out,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12409,Green In,Greenway WTP Inlet,srp,Green In,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12410,Green Out,Greenway WTP Outlet,srp,Green Out,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12411,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12412,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12413,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12414,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12415,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12416,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12417,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12418,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12419,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12420,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12421,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12422,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12423,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12424,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12425,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12426,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12427,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12428,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12429,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12430,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12431,R2,Lake Pleasant integrated sample,cap,pleasant,5/7/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12432,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,5/1/2012,5,NA,21.9,9.9,NA,1.5,NA,NA,NA
12433,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,5/1/2012,5,NA,20.4,10.3,NA,NA,NA,NA,NA
12434,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,5/1/2012,5,NA,16.8,7.3,NA,NA,NA,NA,NA
12435,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,5/1/2012,5,NA,14,6,NA,NA,NA,NA,NA
12436,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,5/1/2012,5,NA,13,6.1,NA,NA,NA,NA,NA
12437,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,5/1/2012,5,NA,12.5,6.3,NA,NA,NA,NA,NA
12438,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,5/1/2012,5,NA,12.1,4.4,NA,NA,NA,NA,NA
12439,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,5/1/2012,5,NA,11.9,3.7,NA,NA,NA,NA,NA
12440,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12441,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12442,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12443,R9A,Saguaro Lake near inlet,salt,saguaro-0m,5/1/2012,5,NA,20.9,9.8,NA,3,NA,NA,NA
12444,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,5/1/2012,5,NA,20.2,11.3,NA,NA,NA,NA,NA
12445,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,5/1/2012,5,NA,17.5,8.7,NA,NA,NA,NA,NA
12446,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,5/1/2012,5,NA,17,7.4,NA,NA,NA,NA,NA
12447,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,5/1/2012,5,NA,16.5,6.7,NA,NA,NA,NA,NA
12448,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,5/1/2012,5,NA,16.3,6.7,NA,NA,NA,NA,NA
12449,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,5/1/2012,5,NA,16,6.5,NA,NA,NA,NA,NA
12450,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12451,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12452,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12453,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12454,R20,Verde River at Tangle,verde,verde abv horseshoe,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12455,Havasu 1,Havasu lake Sample,NA,Havasu 1,5/1/2012,5,NA,NA,NA,NA,NA,NA,NA,NA
12456,R3,Waddell Canal,cap,waddell canal,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12457,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12458,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12459,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12460,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12461,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12462,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12463,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12464,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12465,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12466,R19,Val Vista WTP treated water,srp,val vista-treated,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12467,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12468,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12469,R25,verde river at beeline highway,verde,verde @ beeline,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12470,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12471,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12472,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12473,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12474,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12475,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12476,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12477,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12478,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12479,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12480,Glen In,Glendale WTP inlet,NA,Glen In,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12481,Glen Out,Glendale WTP outlet,NA,Glen Out,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12482,Green In,Greenway WTP Inlet,srp,Green In,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12483,Green Out,Greenway WTP Outlet,srp,Green Out,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12484,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12485,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12486,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12487,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12488,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12489,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12490,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12491,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12492,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12493,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12494,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12495,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12496,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12497,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12498,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12499,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12500,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12501,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12502,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12503,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12504,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12505,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,6/4/2012,6,NA,24.6,8.4,NA,2.44,NA,NA,NA
12506,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,6/4/2012,6,NA,24.1,8.2,NA,NA,NA,NA,NA
12507,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,6/4/2012,6,NA,19.7,2.3,NA,NA,NA,NA,NA
12508,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,6/4/2012,6,NA,16.01,1.5,NA,NA,NA,NA,NA
12509,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,6/4/2012,6,NA,14.3,2.1,NA,NA,NA,NA,NA
12510,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,6/4/2012,6,NA,13.3,2.7,NA,NA,NA,NA,NA
12511,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,6/4/2012,6,NA,12.8,2.5,NA,NA,NA,NA,NA
12512,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,6/4/2012,6,NA,12.6,0.9,NA,NA,NA,NA,NA
12513,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12514,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12515,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12516,R9A,Saguaro Lake near inlet,salt,saguaro-0m,6/4/2012,6,NA,24.2,9.2,NA,2.13,NA,NA,NA
12517,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,6/4/2012,6,NA,22.9,8.8,NA,NA,NA,NA,NA
12518,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,6/4/2012,6,NA,20.4,3.5,NA,NA,NA,NA,NA
12519,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,6/4/2012,6,NA,19.8,3.5,NA,NA,NA,NA,NA
12520,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,6/4/2012,6,NA,19.4,4.2,NA,NA,NA,NA,NA
12521,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,6/4/2012,6,NA,19.2,4.5,NA,NA,NA,NA,NA
12522,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,6/4/2012,6,NA,19,4.5,NA,NA,NA,NA,NA
12523,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12524,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12525,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12526,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12527,R20,Verde River at Tangle,verde,verde abv horseshoe,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12528,Havasu 1,Havasu lake Sample,NA,Havasu 1,6/4/2012,6,NA,NA,NA,NA,NA,NA,NA,NA
12529,R3,Waddell Canal,cap,waddell canal,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12530,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12531,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12532,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12533,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12534,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12535,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12536,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
12537,R17,Deer Valley WTP treated water,srp,deer valley-treated,7/10/2012,7,NA,NA,NA,NA,NA,NA,NA,NA
