ID,Site_Number,Site_Location,Cluster_Name,Site_Acronym,Date,Month,Sample_Type,Tot_N,Diss_N,Tot_P,Diss_P,NO3_N,NH4_N,DON,Nutrient_comments
6654,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/1/2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
6655,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/1/2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
6656,Green In,Greenway WTP Inlet,srp,Greenway WTP Inlet,11/1/2010,11,NA,NA,0.45,25.5,NA,NA,NA,NA,NA
6657,Green Out,Greenway WTP Outlet,srp,Greenway WTP Outlet,11/1/2010,11,NA,NA,0.73,NA,NA,NA,NA,NA,NA
6658,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/1/2010,11,NA,NA,0.34,21.2,NA,NA,NA,NA,NA
6659,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/1/2010,11,NA,NA,0.33,NA,NA,NA,NA,NA,NA
6660,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/1/2010,11,NA,NA,0.33,11.2,NA,NA,NA,NA,NA
6661,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/1/2010,11,NA,NA,0.34,11.5,NA,NA,NA,NA,NA
6662,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/1/2010,11,NA,NA,0.43,38.5,NA,NA,NA,NA,NA
6663,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/1/2010,11,NA,NA,NA,25.8,NA,NA,NA,NA,NA
6664,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/1/2010,11,NA,NA,0.3,10.5,NA,NA,NA,NA,NA
6665,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,11/1/2010,11,NA,NA,NA,16.9,NA,NA,NA,NA,NA
6666,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/1/2010,11,NA,NA,NA,16.2,NA,NA,NA,NA,NA
6667,R20,Verde River at Tangle,verde,verde abv horseshoe,11/1/2010,11,NA,NA,NA,8.2,NA,NA,NA,NA,NA
6668,Havasu 1,Havasu lake Sample,NA,Havasu 1,11/1/2010,11,NA,NA,0.66,6.2,NA,NA,NA,NA,NA
6669,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/1/2010,11,NA,NA,0.36,28.5,NA,NA,NA,NA,NA
6670,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/1/2010,11,NA,NA,0.36,33.5,NA,NA,NA,NA,NA
6671,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/1/2010,11,NA,NA,0.42,23.1,NA,NA,NA,NA,NA
6672,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/1/2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
6673,Glendale In,Glendale WTP Inlet,srp,Glendale WTP Inlet,11/1/2010,11,NA,NA,0.34,46.1,NA,NA,NA,NA,NA
6674,Glendale Out,Glendale WTP Outlet,srp,Glendale WTP Outlet,11/1/2010,11,NA,NA,0.29,NA,NA,NA,NA,NA,NA
6675,R3,Waddell Canal,cap,waddell canal,12/1/2010,12,NA,NA,0.48,4.9,NA,NA,NA,NA,NA
6676,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6677,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/1/2010,12,NA,NA,0.52,NA,NA,NA,NA,NA,NA
6678,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6679,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/1/2010,12,NA,NA,0.39,24,NA,NA,NA,NA,NA
6680,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6681,R19,Val Vista WTP treated water,srp,val vista-treated,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6682,VV West,Val Vista West WTP treated water,srp,val vista WEST-treated,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6683,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6684,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6685,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6686,R25,verde river at beeline highway,verde,verde @ beeline,12/1/2010,12,NA,NA,0.28,23.6,NA,NA,NA,NA,NA
6687,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6688,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/1/2010,12,NA,NA,0.4,23.8,NA,NA,NA,NA,NA
6689,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/1/2010,12,NA,NA,0.39,26.6,NA,NA,NA,NA,NA
6690,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6691,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6692,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6693,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/1/2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6694,Green In,Greenway WTP Inlet,srp,Greenway WTP Inlet,12/1/2010,12,NA,NA,0.51,15,NA,NA,NA,NA,NA
6695,Green Out,Greenway WTP Outlet,srp,Greenway WTP Outlet,12/1/2010,12,NA,NA,1.41,NA,NA,NA,NA,NA,NA
6696,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/1/2010,12,NA,NA,0.43,39.8,NA,NA,NA,NA,NA
6697,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/1/2010,12,NA,NA,0.36,NA,NA,NA,NA,NA,NA
6698,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/1/2010,12,NA,NA,NA,13.6,NA,NA,NA,NA,NA
6699,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/1/2010,12,NA,NA,NA,13.1,NA,NA,NA,NA,NA
6700,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/1/2010,12,NA,NA,0.63,22.3,NA,NA,NA,NA,NA
6701,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/1/2010,12,NA,NA,0.47,NA,NA,NA,NA,NA,NA
6702,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/1/2010,12,NA,NA,0.66,12.3,NA,NA,NA,NA,NA
6703,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,12/1/2010,12,NA,NA,0.49,NA,NA,NA,NA,NA,NA
6704,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/1/2010,12,NA,NA,0.63,NA,NA,NA,NA,NA,NA
6705,R20,Verde River at Tangle,verde,verde abv horseshoe,12/1/2010,12,NA,NA,NA,76.2,NA,NA,NA,NA,NA
6706,Havasu 1,Havasu lake Sample,NA,Havasu 1,12/1/2010,12,NA,NA,NA,4.9,NA,NA,NA,NA,NA
6707,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/1/2010,12,NA,NA,0.35,20.8,NA,NA,NA,NA,NA
6708,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/1/2010,12,NA,NA,0.36,19,NA,NA,NA,NA,NA
6709,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/1/2010,12,NA,NA,0.34,15.2,NA,NA,NA,NA,NA
6710,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/1/2010,12,NA,NA,0.33,8.9,NA,NA,NA,NA,NA
6711,Glendale In,Glendale WTP Inlet,srp,Glendale WTP Inlet,12/1/2010,12,NA,NA,0.37,20.1,NA,NA,NA,NA,NA
6712,Glendale Out,Glendale WTP Outlet,srp,Glendale WTP Outlet,12/1/2010,12,NA,NA,0.4,NA,NA,NA,NA,NA,NA
6713,R3,Waddell Canal,cap,waddell canal,1/3/2011,1,NA,NA,0.56,3.3,NA,NA,NA,NA,NA
6714,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6715,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/3/2011,1,NA,NA,0.45,NA,NA,NA,NA,NA,NA
6716,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6717,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/3/2011,1,NA,NA,0.34,17,NA,NA,NA,NA,NA
6718,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6719,R19,Val Vista WTP treated water,srp,val vista-treated,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6720,VV West,Val Vista West WTP treated water,srp,val vista WEST-treated,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6721,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/3/2011,1,NA,NA,0.26,11.1,NA,NA,NA,NA,NA
6722,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/3/2011,1,NA,NA,0.35,7,NA,NA,NA,NA,NA
6723,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/3/2011,1,NA,NA,0.28,NA,NA,NA,NA,NA,NA
6724,R25,verde river at beeline highway,verde,verde @ beeline,1/3/2011,1,NA,NA,0.25,19.8,NA,NA,NA,NA,NA
6725,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6726,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/3/2011,1,NA,NA,0.31,23.3,NA,NA,NA,NA,NA
6727,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/3/2011,1,NA,NA,0.32,22.8,NA,NA,NA,NA,NA
6728,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6729,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6730,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6731,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6732,Green In,Greenway WTP Inlet,srp,Greenway WTP Inlet,1/3/2011,1,NA,NA,5.09,9.9,NA,NA,NA,NA,NA
6733,Green Out,Greenway WTP Outlet,srp,Greenway WTP Outlet,1/3/2011,1,NA,NA,4.76,NA,NA,NA,NA,NA,NA
6734,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6735,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/3/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6736,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/3/2011,1,NA,NA,0.44,0,NA,NA,NA,NA,NA
6737,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/3/2011,1,NA,NA,0.38,0,NA,NA,NA,NA,NA
6738,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/3/2011,1,NA,NA,0.43,30.6,NA,NA,NA,NA,NA
6739,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/3/2011,1,NA,NA,0.45,25.9,NA,NA,NA,NA,NA
6740,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/3/2011,1,NA,NA,0.41,11,NA,NA,NA,NA,NA
6741,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,1/3/2011,1,NA,NA,0.43,9.6,NA,NA,NA,NA,NA
6742,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/3/2011,1,NA,NA,0.75,15.1,NA,NA,NA,NA,NA
6743,R20,Verde River at Tangle,verde,verde abv horseshoe,1/3/2011,1,NA,NA,0.36,NA,NA,NA,NA,NA,NA
6744,Havasu 1,Havasu lake Sample,NA,Havasu 1,1/3/2011,1,NA,NA,0.66,NA,NA,NA,NA,NA,NA
6745,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/3/2011,1,NA,NA,0.36,12.1,NA,NA,NA,NA,NA
6746,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/3/2011,1,NA,NA,0.32,9.7,NA,NA,NA,NA,NA
6747,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/3/2011,1,NA,NA,0.3,14.6,NA,NA,NA,NA,NA
6748,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/3/2011,1,NA,NA,0.25,6.5,NA,NA,NA,NA,NA
6749,Glendale In,Glendale WTP Inlet,srp,Glendale WTP Inlet,1/3/2011,1,NA,NA,0.84,145.9,NA,NA,NA,NA,NA
6750,Glendale Out,Glendale WTP Outlet,srp,Glendale WTP Outlet,1/3/2011,1,NA,NA,0.55,NA,NA,NA,NA,NA,NA
6751,R3,Waddell Canal,cap,waddell canal,1/31/2011,1,NA,NA,NA,0,NA,NA,NA,NA,NA
6752,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/31/2011,1,NA,NA,0.49,NA,NA,NA,NA,NA,NA
6753,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6754,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/31/2011,1,NA,NA,0.84,NA,NA,NA,NA,NA,NA
6755,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/31/2011,1,NA,NA,NA,14.8,NA,NA,NA,NA,NA
6756,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6757,R19,Val Vista WTP treated water,srp,val vista-treated,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6758,VV West,Val Vista West WTP treated water,srp,val vista WEST-treated,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6759,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/31/2011,1,NA,NA,0.88,9.9,NA,NA,NA,NA,NA
6760,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/31/2011,1,NA,NA,0.97,4.4,NA,NA,NA,NA,NA
6761,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/31/2011,1,NA,NA,0.95,NA,NA,NA,NA,NA,NA
6762,R25,verde river at beeline highway,verde,verde @ beeline,1/31/2011,1,NA,NA,1.2,9.3,NA,NA,NA,NA,NA
6763,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6764,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/31/2011,1,NA,NA,0.83,4.8,NA,NA,NA,NA,NA
6765,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/31/2011,1,NA,NA,0.82,13.3,NA,NA,NA,NA,NA
6766,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6767,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6768,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6769,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6770,Green In,Greenway WTP Inlet,srp,Greenway WTP Inlet,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6771,Green Out,Greenway WTP Outlet,srp,Greenway WTP Outlet,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6772,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/31/2011,1,NA,NA,NA,36.4,NA,NA,NA,NA,NA
6773,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6774,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/31/2011,1,NA,NA,0.48,10.2,NA,NA,NA,NA,NA
6775,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/31/2011,1,NA,NA,0.46,1.4,NA,NA,NA,NA,NA
6776,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/31/2011,1,NA,NA,0.3,12.8,NA,NA,NA,NA,NA
6777,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6778,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/31/2011,1,NA,NA,0.47,0,NA,NA,NA,NA,NA
6779,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,1/31/2011,1,NA,NA,0.37,4.5,NA,NA,NA,NA,NA
6780,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/31/2011,1,NA,NA,0.44,1,NA,NA,NA,NA,NA
6781,R20,Verde River at Tangle,verde,verde abv horseshoe,1/31/2011,1,NA,NA,0.21,NA,NA,NA,NA,NA,NA
6782,Havasu 1,Havasu lake Sample,NA,Havasu 1,1/31/2011,1,NA,NA,0.29,0,NA,NA,NA,NA,NA
6783,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/31/2011,1,NA,NA,0.37,7.4,NA,NA,NA,NA,NA
6784,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6785,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/31/2011,1,NA,NA,0.39,46,NA,NA,NA,NA,NA
6786,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/31/2011,1,NA,NA,0.53,33,NA,NA,NA,NA,NA
6787,Glendale In,Glendale WTP Inlet,srp,Glendale WTP Inlet,1/31/2011,1,NA,NA,1.18,16.6,NA,NA,NA,NA,NA
6788,Glendale Out,Glendale WTP Outlet,srp,Glendale WTP Outlet,1/31/2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6789,R3,Waddell Canal,cap,waddell canal,2/28/2011,2,NA,NA,0.57,0,NA,NA,NA,NA,NA
6790,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6791,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/28/2011,2,NA,NA,0.55,NA,NA,NA,NA,NA,NA
6792,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6793,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/28/2011,2,NA,NA,0.41,18.7,NA,NA,NA,NA,NA
6794,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6795,R19,Val Vista WTP treated water,srp,val vista-treated,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6796,VV West,Val Vista West WTP treated water,srp,val vista WEST-treated,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6797,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/28/2011,2,NA,NA,0.38,12.1,NA,NA,NA,NA,NA
6798,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6799,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6800,R25,verde river at beeline highway,verde,verde @ beeline,2/28/2011,2,NA,NA,0.41,17.5,NA,NA,NA,NA,NA
6801,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6802,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/28/2011,2,NA,NA,0.47,17.5,NA,NA,NA,NA,NA
6803,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/28/2011,2,NA,NA,0.39,16.5,NA,NA,NA,NA,NA
6804,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6805,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6806,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6807,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6808,Green In,Greenway WTP Inlet,srp,Greenway WTP Inlet,2/28/2011,2,NA,NA,0.99,NA,NA,NA,NA,NA,NA
6809,Green Out,Greenway WTP Outlet,srp,Greenway WTP Outlet,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6810,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/28/2011,2,NA,NA,0.34,23.8,NA,NA,NA,NA,NA
6811,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/28/2011,2,NA,NA,0.34,NA,NA,NA,NA,NA,NA
6812,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/28/2011,2,NA,NA,0.39,NA,NA,NA,NA,NA,NA
6813,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/28/2011,2,NA,NA,0.38,NA,NA,NA,NA,NA,NA
6814,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/28/2011,2,NA,NA,0.19,9,NA,NA,NA,NA,NA
6815,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/28/2011,2,NA,NA,0.55,6.8,NA,NA,NA,NA,NA
6816,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/28/2011,2,NA,NA,0.24,5.8,NA,NA,NA,NA,NA
6817,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,2/28/2011,2,NA,NA,0.35,12.8,NA,NA,NA,NA,NA
6818,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/28/2011,2,NA,NA,0.35,22.2,NA,NA,NA,NA,NA
6819,R20,Verde River at Tangle,verde,verde abv horseshoe,2/28/2011,2,NA,NA,0.17,NA,NA,NA,NA,NA,NA
6820,Havasu 1,Havasu lake Sample,NA,Havasu 1,2/28/2011,2,NA,NA,0.59,NA,NA,NA,NA,NA,NA
6821,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/28/2011,2,NA,NA,0.39,3.6,NA,NA,NA,NA,NA
6822,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/28/2011,2,NA,NA,0.35,28.8,NA,NA,NA,NA,NA
6823,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/28/2011,2,NA,NA,0.52,12.8,NA,NA,NA,NA,NA
6824,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/28/2011,2,NA,NA,0.46,13.4,NA,NA,NA,NA,NA
6825,Glendale In,Glendale WTP Inlet,srp,Glendale WTP Inlet,2/28/2011,2,NA,NA,0.46,13.6,NA,NA,NA,NA,NA
6826,Glendale Out,Glendale WTP Outlet,srp,Glendale WTP Outlet,2/28/2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6827,R3,Waddell Canal,cap,waddell canal,4/4/2011,4,NA,NA,0.58,NA,NA,NA,NA,NA,NA
6828,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6829,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/4/2011,4,NA,NA,0.51,NA,NA,NA,NA,NA,NA
6830,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6831,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/4/2011,4,NA,NA,0.33,NA,NA,NA,NA,NA,NA
6832,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6833,R19,Val Vista WTP treated water,srp,val vista-treated,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6834,VV West,Val Vista West WTP treated water,srp,val vista WEST-treated,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6835,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/4/2011,4,NA,NA,0.25,NA,NA,NA,NA,NA,NA
6836,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6837,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6838,R25,verde river at beeline highway,verde,verde @ beeline,4/4/2011,4,NA,NA,0.22,NA,NA,NA,NA,NA,NA
6839,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6840,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/4/2011,4,NA,NA,0.24,NA,NA,NA,NA,NA,NA
6841,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/4/2011,4,NA,NA,0.23,NA,NA,NA,NA,NA,NA
6842,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6843,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6844,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6845,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/4/2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6846,Green In,Greenway WTP Inlet,srp,Greenway WTP Inlet,4/4/2011,4,NA,NA,0.82,NA,NA,NA,NA,NA,NA
6847,Green Out,Greenway WTP Outlet,srp,Greenway WTP Outlet,4/4/2011,4,NA,NA,1.06,NA,NA,NA,NA,NA,NA
6848,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/4/2011,4,NA,NA,0.32,NA,NA,NA,NA,NA,NA
6849,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/4/2011,4,NA,NA,0.28,NA,NA,NA,NA,NA,NA
6850,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/4/2011,4,NA,NA,0.45,NA,NA,NA,NA,NA,NA
