ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,SampleType,TOC,DOC,UVA,SUVA,PeakInt,PeakIntWL,Intat450,Intat460,Intat500,Fl,docm_comments
8056,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/3/2013,6,NA,NA,2.86,0.01,0.66,NA,NA,NA,NA,NA,NA,NA
8057,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/3/2013,6,NA,NA,3.84,0.06,1.71,NA,NA,NA,NA,NA,NA,NA
8058,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/3/2013,6,NA,NA,3.92,0.05,1.45,NA,NA,NA,NA,NA,NA,NA
8059,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/3/2013,6,NA,NA,2.99,0.03,1.2,NA,NA,NA,NA,NA,NA,NA
8060,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/3/2013,6,NA,NA,3.82,0.06,1.7,NA,NA,NA,NA,NA,NA,NA
8061,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/3/2013,6,NA,NA,3.81,0.06,1.62,NA,NA,NA,NA,NA,NA,NA
8062,R20,Verde River at Tangle,verde,verde abv horseshoe,6/3/2013,6,NA,NA,1.15,0.03,2.78,NA,NA,NA,NA,NA,NA,NA
8063,R25,verde river at beeline highway,verde,verde @ beeline,6/3/2013,6,NA,NA,3.15,0.07,2.5,NA,NA,NA,NA,NA,NA,NA
8064,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/3/2013,6,NA,NA,3.1,0.05,1.64,NA,NA,NA,NA,NA,NA,NA
8065,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/3/2013,6,NA,NA,3.51,0.04,1.33,NA,NA,NA,NA,NA,NA,NA
8062,R3,Waddell Canal,cap,waddell canal,6/3/2013,6,NA,NA,3.19,0.03,1,NA,NA,NA,NA,NA,NA,NA
8063,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/3/2013,6,NA,NA,5.26,0.11,2.16,NA,NA,NA,NA,NA,NA,NA
8064,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/3/2013,6,NA,NA,5.19,0.13,2.65,NA,NA,NA,NA,NA,NA,NA
8065,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/3/2013,6,NA,NA,4.87,0.06,1.39,NA,NA,NA,NA,NA,NA,NA
8066,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,6/3/2013,6,NA,NA,4.62,0.06,1.29,NA,NA,NA,NA,NA,NA,NA
8063,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/3/2013,6,NA,NA,5.07,0.06,1.36,NA,NA,NA,NA,NA,NA,NA
8064,Salt Gila,Salt Gila,NA,Salt Gila,6/3/2013,6,NA,NA,2.99,0.05,1.7,NA,NA,NA,NA,NA,NA,NA
8065,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/3/2013,6,NA,NA,4.02,0.06,1.56,NA,NA,NA,NA,NA,NA,NA
8066,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/3/2013,6,NA,NA,3.02,0.04,1.52,NA,NA,NA,NA,NA,NA,NA
8067,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/3/2013,6,NA,NA,2.72,0.01,0.69,NA,NA,NA,NA,NA,NA,NA
8068,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/3/2013,6,NA,NA,2.73,0.03,1.17,NA,NA,NA,NA,NA,NA,NA
8069,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/3/2013,6,NA,NA,2.44,0.01,0.53,NA,NA,NA,NA,NA,NA,NA
8070,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/1/2013,7,NA,NA,3.86,0.07,1.94,NA,NA,NA,NA,NA,NA,NA
8071,An in,Anthem WTP inlet,NA,anthem,7/1/2013,7,NA,NA,2.93,0.04,1.63,NA,NA,NA,NA,NA,NA,NA
8072,An out,Anthem WTP outlet,NA,anthem,7/1/2013,7,NA,NA,2.81,0.04,1.74,NA,NA,NA,NA,NA,NA,NA
8073,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/1/2013,7,NA,NA,3.85,0.09,2.46,NA,NA,NA,NA,NA,NA,NA
8074,Ch in,Chandler WTP inlet,NA,chandler,7/1/2013,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8075,Ch out,Chandler WTP outlet,NA,chandler,7/1/2013,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8076,Glen In,Glendale WTP Inlet,NA,Glen In,7/1/2013,7,NA,NA,4.21,0.08,2.01,NA,NA,NA,NA,NA,NA,NA
8077,Glen Out,Glendale WTP Outlet,NA,Glen Out,7/1/2013,7,NA,NA,2.41,0.04,1.65,NA,NA,NA,NA,NA,NA,NA
8078,Green In,Greenway WTP Inlet,srp,Green In,7/1/2013,7,NA,NA,3.44,0.07,2.09,NA,NA,NA,NA,NA,NA,NA
8079,Green Out,Greenway WTP Outlet,srp,Green Out,7/1/2013,7,NA,NA,1.11,0.01,1.53,NA,NA,NA,NA,NA,NA,NA
8080,Havasu 1,Havasu lake Sample,NA,Havasu 1,7/1/2013,7,NA,NA,2.86,0.05,1.88,NA,NA,NA,NA,NA,NA,NA
8081,HOC,Head of the Consolidated Canal,az canal,NA,7/1/2013,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8082,HTC,Head of the Tempe Canal,tempe,head of tempe canal,7/1/2013,7,NA,NA,3.56,0.06,1.79,NA,NA,NA,NA,NA,NA,NA
8083,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/1/2013,7,NA,NA,3.83,0.07,1.85,NA,NA,NA,NA,NA,NA,NA
8084,Mesa Turnout,Mesa Turnout,NA,Mesa Turnout,7/1/2013,7,NA,NA,2.52,0.04,1.9,NA,NA,NA,NA,NA,NA,NA
8085,MOC,Middle of the Consolidated canal,az canal,NA,7/1/2013,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8086,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/1/2013,7,NA,NA,3.91,0.07,1.96,NA,NA,NA,NA,NA,NA,NA
8087,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,7/1/2013,7,NA,NA,3.09,0.04,1.45,NA,NA,NA,NA,NA,NA,NA
8088,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,7/1/2013,7,NA,NA,3.88,0.08,2.11,NA,NA,NA,NA,NA,NA,NA
8089,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/1/2013,7,NA,NA,3.9,0.05,1.51,NA,NA,NA,NA,NA,NA,NA
8090,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/1/2013,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8091,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/1/2013,7,NA,NA,3.84,0.06,1.77,NA,NA,NA,NA,NA,NA,NA
8092,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/1/2013,7,NA,NA,3.86,0.07,1.86,NA,NA,NA,NA,NA,NA,NA
8093,R20,Verde River at Tangle,verde,verde abv horseshoe,7/1/2013,7,NA,NA,1.18,0.03,2.62,NA,NA,NA,NA,NA,NA,NA
8094,R25,verde river at beeline highway,verde,verde @ beeline,7/1/2013,7,NA,NA,3.18,0.09,2.89,NA,NA,NA,NA,NA,NA,NA
8095,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/1/2013,7,NA,NA,2.92,0.04,1.67,NA,NA,NA,NA,NA,NA,NA
8096,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/1/2013,7,NA,NA,3.5,0.04,1.31,NA,NA,NA,NA,NA,NA,NA
8093,R3,Waddell Canal,cap,waddell canal,7/1/2013,7,NA,NA,3.09,0.05,1.68,NA,NA,NA,NA,NA,NA,NA
8094,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/1/2013,7,NA,NA,5.73,0.11,2.05,NA,NA,NA,NA,NA,NA,NA
8095,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/1/2013,7,NA,NA,4.73,0.14,3.04,NA,NA,NA,NA,NA,NA,NA
8096,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/1/2013,7,NA,NA,4.97,0.07,1.54,NA,NA,NA,NA,NA,NA,NA
8097,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,7/1/2013,7,NA,NA,5.54,0.07,1.4,NA,NA,NA,NA,NA,NA,NA
8098,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/1/2013,7,NA,NA,4.45,0.06,1.52,NA,NA,NA,NA,NA,NA,NA
8099,Salt Gila,Salt Gila,NA,Salt Gila,7/1/2013,7,NA,NA,5.02,0.05,1.01,NA,NA,NA,NA,NA,NA,NA
8100,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,7/1/2013,7,NA,NA,3.88,0.05,1.52,NA,NA,NA,NA,NA,NA,NA
8101,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/1/2013,7,NA,NA,2.7,0.05,1.85,NA,NA,NA,NA,NA,NA,NA
8102,SPT Out,Tempe's South Plant treated water,tempe,STP Out,7/1/2013,7,NA,NA,2.34,0.02,1.19,NA,NA,NA,NA,NA,NA,NA
8103,UH In,Union Hills Inlet,cap,Union Hills Inlet,7/1/2013,7,NA,NA,2.96,0.06,2.02,NA,NA,NA,NA,NA,NA,NA
8104,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,7/1/2013,7,NA,NA,2.48,0.03,1.49,NA,NA,NA,NA,NA,NA,NA
8105,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/5/2013,8,NA,NA,3.68,0.06,1.87,NA,NA,NA,NA,NA,NA,NA
8106,An in,Anthem WTP inlet,NA,anthem,8/5/2013,8,NA,NA,2.91,0.04,1.51,NA,NA,NA,NA,NA,NA,NA
8107,An out,Anthem WTP outlet,NA,anthem,8/5/2013,8,NA,NA,2.79,0.04,1.54,NA,NA,NA,NA,NA,NA,NA
8108,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/5/2013,8,NA,NA,3.72,0.07,1.88,NA,NA,NA,NA,NA,NA,NA
8109,Ch in,Chandler WTP inlet,NA,chandler,8/5/2013,8,NA,NA,1.99,0.03,1.9,NA,NA,NA,NA,NA,NA,NA
8110,Ch out,Chandler WTP outlet,NA,chandler,8/5/2013,8,NA,NA,1.68,0.02,1.6,NA,NA,NA,NA,NA,NA,NA
8111,Glen In,Glendale WTP Inlet,NA,Glen In,8/5/2013,8,NA,NA,3.51,0.06,1.9,NA,NA,NA,NA,NA,NA,NA
8112,Glen Out,Glendale WTP Outlet,NA,Glen Out,8/5/2013,8,NA,NA,3.72,0.03,0.86,NA,NA,NA,NA,NA,NA,NA
8113,Green In,Greenway WTP Inlet,srp,Green In,8/5/2013,8,NA,NA,2.81,0.02,0.99,NA,NA,NA,NA,NA,NA,NA
8114,Green Out,Greenway WTP Outlet,srp,Green Out,8/5/2013,8,NA,NA,2.27,0.02,0.92,NA,NA,NA,NA,NA,NA,NA
8115,Havasu 1,Havasu lake Sample,NA,Havasu 1,8/5/2013,8,NA,NA,3.13,0.05,1.69,NA,NA,NA,NA,NA,NA,NA
8116,HOC,Head of the Consolidated Canal,az canal,NA,8/5/2013,8,NA,NA,3.02,0.05,1.92,NA,NA,NA,NA,NA,NA,NA
8117,HTC,Head of the Tempe Canal,tempe,head of tempe canal,8/5/2013,8,NA,NA,3.05,0.05,1.9,NA,NA,NA,NA,NA,NA,NA
8118,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/5/2013,8,NA,NA,3.73,0.06,1.84,NA,NA,NA,NA,NA,NA,NA
8119,Mesa Turnout,Mesa Turnout,NA,Mesa Turnout,8/5/2013,8,NA,NA,3.11,0.04,1.54,NA,NA,NA,NA,NA,NA,NA
8120,MOC,Middle of the Consolidated canal,az canal,NA,8/5/2013,8,NA,NA,3.89,0.04,1.02,NA,NA,NA,NA,NA,NA,NA
8121,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/5/2013,8,NA,NA,3.7,0.07,1.89,NA,NA,NA,NA,NA,NA,NA
8122,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,8/5/2013,8,NA,NA,2.89,0.03,1.17,NA,NA,NA,NA,NA,NA,NA
8123,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,8/5/2013,8,NA,NA,3.75,0.07,1.86,NA,NA,NA,NA,NA,NA,NA
8124,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/5/2013,8,NA,NA,4.15,0.06,1.61,NA,NA,NA,NA,NA,NA,NA
8125,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/5/2013,8,NA,NA,3.09,0.04,1.58,NA,NA,NA,NA,NA,NA,NA
8126,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/5/2013,8,NA,NA,3.86,0.07,1.83,NA,NA,NA,NA,NA,NA,NA
8127,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/5/2013,8,NA,NA,3.88,0.06,1.72,NA,NA,NA,NA,NA,NA,NA
8128,R20,Verde River at Tangle,verde,verde abv horseshoe,8/5/2013,8,NA,NA,1.51,0.05,3.37,NA,NA,NA,NA,NA,NA,NA
8129,R25,verde river at beeline highway,verde,verde @ beeline,8/5/2013,8,NA,NA,3.06,0.09,2.94,NA,NA,NA,NA,NA,NA,NA
8130,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/5/2013,8,NA,NA,3.02,0.11,3.9,NA,NA,NA,NA,NA,NA,NA
8131,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/5/2013,8,NA,NA,3.86,0.11,3.03,NA,NA,NA,NA,NA,NA,NA
8128,R3,Waddell Canal,cap,waddell canal,8/5/2013,8,NA,NA,3.68,0.04,1.27,NA,NA,NA,NA,NA,NA,NA
8129,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/5/2013,8,NA,NA,4.67,0.1,2.18,NA,NA,NA,NA,NA,NA,NA
8130,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/5/2013,8,NA,NA,5.04,0.14,2.93,NA,NA,NA,NA,NA,NA,NA
8131,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/5/2013,8,NA,NA,4.64,0.07,1.59,NA,NA,NA,NA,NA,NA,NA
8132,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,8/5/2013,8,NA,NA,4.99,0.07,1.52,NA,NA,NA,NA,NA,NA,NA
8133,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/5/2013,8,NA,NA,3.97,0.07,1.76,NA,NA,NA,NA,NA,NA,NA
8130,Salt Gila,Salt Gila,NA,Salt Gila,8/5/2013,8,NA,NA,3.19,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
8131,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,8/5/2013,8,NA,NA,3.77,0.07,1.88,NA,NA,NA,NA,NA,NA,NA
8132,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/5/2013,8,NA,NA,2.05,0.03,1.9,NA,NA,NA,NA,NA,NA,NA
8133,SPT Out,Tempe's South Plant treated water,tempe,STP Out,8/5/2013,8,NA,NA,1.7,0.01,1,NA,NA,NA,NA,NA,NA,NA
8134,UH In,Union Hills Inlet,cap,Union Hills Inlet,8/5/2013,8,NA,NA,2.88,0.04,1.59,NA,NA,NA,NA,NA,NA,NA
8135,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,8/5/2013,8,NA,NA,2.5,0.02,1.04,NA,NA,NA,NA,NA,NA,NA
8136,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/9/2013,9,NA,NA,3.9,0.18,4.74,NA,NA,NA,NA,NA,NA,NA
8137,An in,Anthem WTP inlet,NA,anthem,9/9/2013,9,NA,NA,3.54,0.15,4.46,NA,NA,NA,NA,NA,NA,NA
8138,An out,Anthem WTP outlet,NA,anthem,9/9/2013,9,NA,NA,3.1,0.15,5.03,NA,NA,NA,NA,NA,NA,NA
8139,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/9/2013,9,NA,NA,3.95,0.16,4.2,NA,NA,NA,NA,NA,NA,NA
8140,Ch in,Chandler WTP inlet,NA,chandler,9/9/2013,9,NA,NA,2.22,0.07,3.46,NA,NA,NA,NA,NA,NA,NA
8141,Ch out,Chandler WTP outlet,NA,chandler,9/9/2013,9,NA,NA,2.2,0.03,1.45,NA,NA,NA,NA,NA,NA,NA
8142,Glen In,Glendale WTP Inlet,NA,Glen In,9/9/2013,9,NA,NA,3.67,0.18,5.14,NA,NA,NA,NA,NA,NA,NA
8143,Glen Out,Glendale WTP Outlet,NA,Glen Out,9/9/2013,9,NA,NA,1.75,0.05,3.14,NA,NA,NA,NA,NA,NA,NA
8144,Green In,Greenway WTP Inlet,srp,Green In,9/9/2013,9,NA,NA,3.26,0.1,3.09,NA,NA,NA,NA,NA,NA,NA
8145,Green Out,Greenway WTP Outlet,srp,Green Out,9/9/2013,9,NA,NA,2.32,0.09,4.18,NA,NA,NA,NA,NA,NA,NA
8146,Havasu 1,Havasu lake Sample,NA,Havasu 1,9/9/2013,9,NA,NA,2.89,0.05,1.97,NA,NA,NA,NA,NA,NA,NA
8147,HOC,Head of the Consolidated Canal,az canal,NA,9/9/2013,9,NA,NA,2.93,0.09,3.17,NA,NA,NA,NA,NA,NA,NA
8148,HTC,Head of the Tempe Canal,tempe,head of tempe canal,9/9/2013,9,NA,NA,2.66,0.07,2.96,NA,NA,NA,NA,NA,NA,NA
8149,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/9/2013,9,NA,NA,4.09,0.08,2.12,NA,NA,NA,NA,NA,NA,NA
8150,Mesa Turnout,Mesa Turnout,NA,Mesa Turnout,9/9/2013,9,NA,NA,2.88,0.04,1.59,NA,NA,NA,NA,NA,NA,NA
8151,MOC,Middle of the Consolidated canal,az canal,NA,9/9/2013,9,NA,NA,2.35,0.05,2.21,NA,NA,NA,NA,NA,NA,NA
8152,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,9/9/2013,9,NA,NA,3.82,0.14,3.84,NA,NA,NA,NA,NA,NA,NA
8153,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,9/9/2013,9,NA,NA,2.66,0.09,3.45,NA,NA,NA,NA,NA,NA,NA
8154,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/9/2013,9,NA,NA,4.01,0.13,3.26,NA,NA,NA,NA,NA,NA,NA
8155,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,9/9/2013,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8156,R11,CAP Canal at Cross-connect,cap,cap @ x con,9/9/2013,9,NA,NA,3.28,0.05,1.55,NA,NA,NA,NA,NA,NA,NA
8157,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,9/9/2013,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8158,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,9/9/2013,9,NA,NA,3.98,0.08,2.01,NA,NA,NA,NA,NA,NA,NA
8159,R20,Verde River at Tangle,verde,verde abv horseshoe,9/9/2013,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8160,R25,verde river at beeline highway,verde,verde @ beeline,9/9/2013,9,NA,NA,4.38,0.12,2.92,NA,NA,NA,NA,NA,NA,NA
8161,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,9/9/2013,9,NA,NA,2.85,0.04,1.61,NA,NA,NA,NA,NA,NA,NA
8162,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,9/9/2013,9,NA,NA,3.06,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
8159,R3,Waddell Canal,cap,waddell canal,9/9/2013,9,NA,NA,3.79,0.1,2.87,NA,NA,NA,NA,NA,NA,NA
8160,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/9/2013,9,NA,NA,4.95,0.09,1.91,NA,NA,NA,NA,NA,NA,NA
8161,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/9/2013,9,NA,NA,5.46,0.14,2.65,NA,NA,NA,NA,NA,NA,NA
8162,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/9/2013,9,NA,NA,7.12,0.07,1.05,NA,NA,NA,NA,NA,NA,NA
8163,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,9/9/2013,9,NA,NA,8.5,0.08,0.97,NA,NA,NA,NA,NA,NA,NA
8164,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/9/2013,9,NA,NA,5.05,0.07,1.44,NA,NA,NA,NA,NA,NA,NA
8161,Salt Gila,Salt Gila,NA,Salt Gila,9/9/2013,9,NA,NA,2.99,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
8162,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,9/9/2013,9,NA,NA,4.29,0.09,2.09,NA,NA,NA,NA,NA,NA,NA
8163,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,9/9/2013,9,NA,NA,2.09,0.15,7.27,NA,NA,NA,NA,NA,NA,NA
8164,SPT Out,Tempe's South Plant treated water,tempe,STP Out,9/9/2013,9,NA,NA,1.6,0.05,3.43,NA,NA,NA,NA,NA,NA,NA
8165,UH In,Union Hills Inlet,cap,Union Hills Inlet,9/9/2013,9,NA,NA,3.18,0.2,6.35,NA,NA,NA,NA,NA,NA,NA
8166,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,9/9/2013,9,NA,NA,2.67,0.09,3.7,NA,NA,NA,NA,NA,NA,NA
8532,HAV,Havasu lake Sample,NA,Havasu  ,8/4/2014,8,NA,NA,3.3,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
8533,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/4/2014,8,NA,NA,3.4,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
8534,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/4/2014,8,NA,NA,3.7,0.04,1.2,NA,NA,NA,NA,NA,NA,NA
8535,R20,Verde River at Tangle,verde,verde abv horseshoe,8/4/2014,8,NA,NA,1.5,0.05,3.4,NA,NA,NA,NA,NA,NA,NA
8536,R25,verde river at beeline highway,verde,verde @ beeline,8/4/2014,8,NA,NA,13.63,0.08,0.6,NA,NA,NA,NA,NA,NA,NA
8537,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/4/2014,8,NA,NA,15.25,0.07,0.47,NA,NA,NA,NA,NA,NA,NA
8538,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/4/2014,8,NA,NA,13.09,0.08,0.61,NA,NA,NA,NA,NA,NA,NA
8539,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/4/2014,8,NA,NA,11.24,0.06,0.58,NA,NA,NA,NA,NA,NA,NA
8540,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/4/2014,8,NA,NA,10.24,0.06,0.64,NA,NA,NA,NA,NA,NA,NA
8541,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/4/2014,8,NA,NA,10.57,0.06,0.57,NA,NA,NA,NA,NA,NA,NA
8542,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/4/2014,8,NA,NA,12.73,0.05,0.46,NA,NA,NA,NA,NA,NA,NA
8543,UH IN,Union Hills Inlet,cap,Union Hills Inlet,8/4/2014,8,NA,NA,7.74,0.04,0.52,NA,NA,NA,NA,NA,NA,NA
8544,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,8/4/2014,8,NA,NA,9.12,0.02,0.23,NA,NA,NA,NA,NA,NA,NA
8545,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,8/4/2014,8,NA,NA,4.97,0.05,1.16,NA,NA,NA,NA,NA,NA,NA
8546,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,8/4/2014,8,NA,NA,8.45,0.02,0.29,NA,NA,NA,NA,NA,NA,NA
8547,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,8/4/2014,8,NA,NA,9.7,0.01,0.13,NA,NA,NA,NA,NA,NA,NA
8548,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,8/4/2014,8,NA,NA,6.75,0.008,0.11,NA,NA,NA,NA,NA,NA,NA
8549,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8550,R15,24th St WTP treated water,srp,24th St -treated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8551,GR IN,Greenway WTP Inlet,srp,Green In,8/4/2014,8,NA,NA,9.26,0.05,0.56,NA,NA,NA,NA,NA,NA,NA
8552,GR OUT,Greenway WTP Outlet,srp,Green Out,8/4/2014,8,NA,NA,7.12,0.01,0.22,NA,NA,NA,NA,NA,NA,NA
8553,GL IN,Glendale WTP Inlet,NA,Glen In,8/4/2014,8,NA,NA,9.45,0.06,0.64,NA,NA,NA,NA,NA,NA,NA
8022,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/6/2013,5,NA,NA,3.83,0.06,1.74,NA,NA,NA,NA,NA,NA,NA
8023,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/6/2013,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8024,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/6/2013,5,NA,NA,3.44,0.09,2.7,NA,NA,NA,NA,NA,NA,NA
8025,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/6/2013,5,NA,NA,3.1,0.07,2.35,NA,NA,NA,NA,NA,NA,NA
8026,R20,Verde River at Tangle,verde,verde abv horseshoe,5/6/2013,5,NA,NA,1.11,0.02,1.98,NA,NA,NA,NA,NA,NA,NA
8027,R25,verde river at beeline highway,verde,verde @ beeline,5/6/2013,5,NA,NA,3.39,0.1,3,NA,NA,NA,NA,NA,NA,NA
8028,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/6/2013,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8029,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/6/2013,5,NA,NA,3.18,0.03,1.06,NA,NA,NA,NA,NA,NA,NA
8026,R3,Waddell Canal,cap,waddell canal,5/6/2013,5,NA,NA,3,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
8027,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/6/2013,5,NA,NA,5.13,0.15,3.04,NA,NA,NA,NA,NA,NA,NA
8028,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/6/2013,5,NA,NA,5.37,0.16,2.99,NA,NA,NA,NA,NA,NA,NA
8029,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/6/2013,5,NA,NA,4.52,0.07,1.74,NA,NA,NA,NA,NA,NA,NA
8030,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,5/6/2013,5,NA,NA,4.48,0.07,1.76,NA,NA,NA,NA,NA,NA,NA
8031,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/6/2013,5,NA,NA,4.06,0.07,1.84,NA,NA,NA,NA,NA,NA,NA
